protocol,port,description
TCP,542,commerce
UDP,542,commerce
TCP,544,krcmd
UDP,544,krcmd
TCP,545,appleqtcsrvr
UDP,545,appleqtcsrvr
TCP,546,DHCPv6 Client
UDP,546,DHCPv6 Client
TCP,547,DHCPv6 Server
UDP,547,DHCPv6 Server
TCP,548,AFP over TCP
UDP,548,AFP over TCP
TCP,549,IDFP
UDP,549,IDFP
TCP,550,new-who
UDP,550,new-who
TCP,551,cybercash
UDP,551,cybercash
TCP,552,DeviceShare
UDP,552,DeviceShare
TCP,553,pirp
UDP,553,pirp
TCP,554,Real Time Streaming Protocol (RTSP)
UDP,554,Real Time Streaming Protocol (RTSP)
TCP,556,rfs server
UDP,556,rfs server
TCP,557,openvms-sysipc
UDP,557,openvms-sysipc
TCP,558,SDNSKMP
UDP,558,SDNSKMP
TCP,559,TEEDTAP
UDP,559,TEEDTAP
TCP,560,rmonitord
UDP,560,rmonitord
TCP,562,chcmd
UDP,562,chcmd
TCP,563,nntp protocol over TLS/SSL (was snntp)
UDP,563,nntp protocol over TLS/SSL (was snntp)
TCP,564,plan 9 file service
UDP,564,plan 9 file service
TCP,565,whoami
UDP,565,whoami
TCP,566,streettalk
UDP,566,streettalk
TCP,567,banyan-rpc
UDP,567,banyan-rpc
TCP,568,microsoft shuttle
UDP,568,microsoft shuttle
TCP,569,microsoft rome
UDP,569,microsoft rome
TCP,570,demon
UDP,570,demon
TCP,571,udemon
UDP,571,udemon
TCP,572,sonar
UDP,572,sonar
TCP,573,banyan-vip
UDP,573,banyan-vip
TCP,574,FTP Software Agent System
UDP,574,FTP Software Agent System
TCP,575,VEMMI
UDP,575,VEMMI
TCP,576,ipcd
UDP,576,ipcd
TCP,577,vnas
UDP,577,vnas
TCP,578,ipdd
UDP,578,ipdd
TCP,579,decbsrv
UDP,579,decbsrv
TCP,580,SNTP HEARTBEAT
UDP,580,SNTP HEARTBEAT
TCP,581,Bundle Discovery Protocol
UDP,581,Bundle Discovery Protocol
TCP,582,SCC Security
UDP,582,SCC Security
TCP,583,Philips Video-Conferencing
UDP,583,Philips Video-Conferencing
TCP,584,Key Server
UDP,584,Key Server
TCP,586,Password Change
UDP,586,Password Change
TCP,587,Message Submission
UDP,587,Message Submission
TCP,588,CAL
UDP,588,CAL
TCP,589,EyeLink
UDP,589,EyeLink
TCP,590,TNS CML
UDP,590,TNS CML
TCP,591,"""FileMaker"
UDP,591,"""FileMaker"
TCP,592,Eudora Set
UDP,592,Eudora Set
TCP,593,HTTP RPC Ep Map
UDP,593,HTTP RPC Ep Map
TCP,594,TPIP
UDP,594,TPIP
TCP,595,CAB Protocol
UDP,595,CAB Protocol
TCP,596,SMSD
UDP,596,SMSD
TCP,597,PTC Name Service
UDP,597,PTC Name Service
TCP,598,SCO Web Server Manager 3
UDP,598,SCO Web Server Manager 3
TCP,599,Aeolon Core Protocol
UDP,599,Aeolon Core Protocol
TCP,600,Sun IPC server
UDP,600,Sun IPC server
TCP,601,Reliable Syslog Service
UDP,601,Reliable Syslog Service
TCP,602,XML-RPC over BEEP
UDP,602,XML-RPC over BEEP
TCP,603,IDXP
UDP,603,IDXP
TCP,604,TUNNEL
UDP,604,TUNNEL
TCP,605,SOAP over BEEP
UDP,605,SOAP over BEEP
TCP,606,Cray Unified Resource Manager
UDP,606,Cray Unified Resource Manager
TCP,607,nqs
UDP,607,nqs
TCP,608,Sender-Initiated/Unsolicited File Transfer
UDP,608,Sender-Initiated/Unsolicited File Transfer
TCP,609,npmp-trap
UDP,609,npmp-trap
TCP,610,npmp-local
UDP,610,npmp-local
TCP,611,npmp-gui
UDP,611,npmp-gui
TCP,612,HMMP Indication
UDP,612,HMMP Indication
TCP,613,HMMP Operation
UDP,613,HMMP Operation
TCP,614,SSLshell
UDP,614,SSLshell
TCP,615,Internet Configuration Manager
UDP,615,Internet Configuration Manager
TCP,616,SCO System Administration Server
UDP,616,SCO System Administration Server
TCP,617,SCO Desktop Administration Server
UDP,617,SCO Desktop Administration Server
TCP,618,DEI-ICDA
UDP,618,DEI-ICDA
TCP,619,Compaq EVM
UDP,619,Compaq EVM
TCP,620,SCO WebServer Manager
UDP,620,SCO WebServer Manager
TCP,621,ESCP
UDP,621,ESCP
TCP,622,Collaborator
UDP,622,Collaborator
TCP,623,DMTF out-of-band web services management protocol
UDP,623,ASF Remote Management and Control Protocol
TCP,624,Crypto Admin
UDP,624,Crypto Admin
TCP,625,DEC DLM
UDP,625,DEC DLM
TCP,626,ASIA
UDP,626,ASIA
TCP,627,PassGo Tivoli
UDP,627,PassGo Tivoli
TCP,628,QMQP
UDP,628,QMQP
TCP,629,3Com AMP3
UDP,629,3Com AMP3
TCP,630,RDA
UDP,630,RDA
TCP,631,Internet Printing Protocol over HTTPS
UDP,631,IPP (Internet Printing Protocol)
TCP,632,bmpp
UDP,632,bmpp
TCP,633,Service Status update (Sterling Software)
UDP,633,Service Status update (Sterling Software)
TCP,634,ginad
UDP,634,ginad
TCP,635,RLZ DBase
UDP,635,RLZ DBase
TCP,636,ldap protocol over TLS/SSL (was sldap)
UDP,636,ldap protocol over TLS/SSL (was sldap)
TCP,637,lanserver
UDP,637,lanserver
TCP,638,mcns-sec
UDP,638,mcns-sec
TCP,639,MSDP
UDP,639,MSDP
TCP,640,entrust-sps
UDP,640,entrust-sps
TCP,641,repcmd
UDP,641,repcmd
TCP,642,ESRO-EMSDP V1.3
UDP,642,ESRO-EMSDP V1.3
TCP,643,SANity
UDP,643,SANity
TCP,644,dwr
UDP,644,dwr
TCP,645,PSSC
UDP,645,PSSC
TCP,646,LDP
UDP,646,LDP
TCP,647,DHCP Failover
UDP,647,DHCP Failover
TCP,648,Registry Registrar Protocol (RRP)
UDP,648,Registry Registrar Protocol (RRP)
TCP,649,Cadview-3d - streaming 3d models over the internet
UDP,649,Cadview-3d - streaming 3d models over the internet
TCP,650,OBEX
UDP,650,OBEX
TCP,651,IEEE MMS
UDP,651,IEEE MMS
TCP,652,HELLO_PORT
UDP,652,HELLO_PORT
TCP,653,RepCmd
UDP,653,RepCmd
TCP,654,AODV
UDP,654,AODV
TCP,655,TINC
UDP,655,TINC
TCP,656,SPMP
UDP,656,SPMP
TCP,657,RMC
UDP,657,RMC
TCP,658,TenFold
UDP,658,TenFold
TCP,660,MacOS Server Admin
UDP,660,MacOS Server Admin
TCP,661,HAP
UDP,661,HAP
TCP,662,PFTP
UDP,662,PFTP
TCP,663,PureNoise
UDP,663,PureNoise
TCP,664,DMTF out-of-band secure web services management protocol
UDP,664,ASF Secure Remote Management and Control Protocol
TCP,665,Sun DR
UDP,665,Sun DR
TCP,666,doom Id Software
UDP,666,doom Id Software
TCP,667,campaign contribution disclosures - SDR Technologies
UDP,667,campaign contribution disclosures - SDR Technologies
TCP,668,MeComm
UDP,668,MeComm
TCP,669,MeRegister
UDP,669,MeRegister
TCP,670,VACDSM-SWS
UDP,670,VACDSM-SWS
TCP,671,VACDSM-APP
UDP,671,VACDSM-APP
TCP,672,VPPS-QUA
UDP,672,VPPS-QUA
TCP,673,CIMPLEX
UDP,673,CIMPLEX
TCP,674,ACAP
UDP,674,ACAP
TCP,675,DCTP
UDP,675,DCTP
TCP,676,VPPS Via
UDP,676,VPPS Via
TCP,677,Virtual Presence Protocol
UDP,677,Virtual Presence Protocol
TCP,678,GNU Generation Foundation NCP
UDP,678,GNU Generation Foundation NCP
TCP,679,MRM
UDP,679,MRM
TCP,680,entrust-aaas
UDP,680,entrust-aaas
TCP,681,entrust-aams
UDP,681,entrust-aams
TCP,682,XFR
UDP,682,XFR
TCP,683,CORBA IIOP
UDP,683,CORBA IIOP
TCP,684,CORBA IIOP SSL
UDP,684,CORBA IIOP SSL
TCP,685,MDC Port Mapper
UDP,685,MDC Port Mapper
TCP,686,Hardware Control Protocol Wismar
UDP,686,Hardware Control Protocol Wismar
TCP,687,asipregistry
UDP,687,asipregistry
TCP,688,ApplianceWare managment protocol
UDP,688,ApplianceWare managment protocol
TCP,689,NMAP
UDP,689,NMAP
TCP,690,Velneo Application Transfer Protocol
UDP,690,Velneo Application Transfer Protocol
TCP,691,MS Exchange Routing
UDP,691,MS Exchange Routing
TCP,692,Hyperwave-ISP
UDP,692,Hyperwave-ISP
TCP,693,almanid Connection Endpoint
UDP,693,almanid Connection Endpoint
TCP,694,ha-cluster
UDP,694,ha-cluster
TCP,695,IEEE-MMS-SSL
UDP,695,IEEE-MMS-SSL
TCP,696,RUSHD
UDP,696,RUSHD
TCP,697,UUIDGEN
UDP,697,UUIDGEN
TCP,698,OLSR
UDP,698,OLSR
TCP,699,Access Network
UDP,699,Access Network
TCP,700,Extensible Provisioning Protocol
UDP,700,Extensible Provisioning Protocol
TCP,701,Link Management Protocol (LMP)
UDP,701,Link Management Protocol (LMP)
TCP,702,IRIS over BEEP
UDP,702,IRIS over BEEP
TCP,704,errlog copy/server daemon
UDP,704,errlog copy/server daemon
TCP,705,AgentX
UDP,705,AgentX
TCP,706,SILC
UDP,706,SILC
TCP,707,Borland DSJ
UDP,707,Borland DSJ
TCP,709,Entrust Key Management Service Handler
UDP,709,Entrust Key Management Service Handler
TCP,710,Entrust Administration Service Handler
UDP,710,Entrust Administration Service Handler
TCP,711,Cisco TDP
UDP,711,Cisco TDP
TCP,712,TBRPF
UDP,712,TBRPF
TCP,713,IRIS over XPC
UDP,713,IRIS over XPC
TCP,714,IRIS over XPCS
UDP,714,IRIS over XPCS
TCP,715,IRIS-LWZ
UDP,715,IRIS-LWZ
UDP,716,PANA Messages
TCP,729,IBM NetView DM/6000 Server/Client
UDP,729,IBM NetView DM/6000 Server/Client
TCP,730,IBM NetView DM/6000 send/tcp
UDP,730,IBM NetView DM/6000 send/tcp
TCP,731,IBM NetView DM/6000 receive/tcp
UDP,731,IBM NetView DM/6000 receive/tcp
TCP,741,netGW
UDP,741,netGW
TCP,742,Network based Rev. Cont. Sys.
UDP,742,Network based Rev. Cont. Sys.
TCP,744,Flexible License Manager
UDP,744,Flexible License Manager
TCP,747,Fujitsu Device Control
UDP,747,Fujitsu Device Control
TCP,748,Russell Info Sci Calendar Manager
UDP,748,Russell Info Sci Calendar Manager
TCP,749,kerberos administration
UDP,749,kerberos administration
UDP,750,kerberos version iv
TCP,754,send
UDP,754,send
TCP,767,phone
UDP,767,phone
UDP,774,"""IANA assigned this well-formed service name as a replacement for """"acmaint_dbd""""."""
UDP,775,"""IANA assigned this well-formed service name as a replacement for """"acmaint_transd""""."""
TCP,777,Multiling HTTP
UDP,777,Multiling HTTP
TCP,800,"""IANA assigned this well-formed service name as a replacement for """"mdbs_daemon""""."""
UDP,800,"""IANA assigned this well-formed service name as a replacement for """"mdbs_daemon""""."""
TCP,802,Modbus Application Protocol Secure
UDP,802,Modbus Application Protocol Secure
TCP,810,FCP
UDP,810,FCP Datagram
TCP,828,itm-mcell-s
UDP,828,itm-mcell-s
TCP,829,PKIX-3 CA/RA
UDP,829,PKIX-3 CA/RA
TCP,830,NETCONF over SSH
UDP,830,NETCONF over SSH
TCP,831,NETCONF over BEEP
UDP,831,NETCONF over BEEP
TCP,832,NETCONF for SOAP over HTTPS
UDP,832,NETCONF for SOAP over HTTPS
TCP,833,NETCONF for SOAP over BEEP
UDP,833,NETCONF for SOAP over BEEP
TCP,847,dhcp-failover 2
UDP,847,dhcp-failover 2
TCP,848,GDOI
UDP,848,GDOI
TCP,853,DNS query-response protocol run over TLS
UDP,853,DNS query-response protocol run over DTLS or QUIC
TCP,854,Dynamic Link Exchange Protocol (DLEP)
UDP,854,Dynamic Link Exchange Protocol (DLEP)
TCP,860,iSCSI
UDP,860,iSCSI
TCP,861,OWAMP-Control
UDP,861,OWAMP-Test
TCP,862,TWAMP-Control
UDP,862,TWAMP-Test Receiver Port
TCP,873,rsync
UDP,873,rsync
TCP,886,ICL coNETion locate server
UDP,886,ICL coNETion locate server
TCP,887,ICL coNETion server info
UDP,887,ICL coNETion server info
TCP,888,CD Database Protocol
UDP,888,AccessBuilder
TCP,900,OMG Initial Refs
UDP,900,OMG Initial Refs
TCP,901,SMPNAMERES
UDP,901,SMPNAMERES
TCP,902,self documenting Telnet Door
UDP,902,self documenting Door: send 0x00 for info
TCP,903,self documenting Telnet Panic Door
UDP,903,self documenting Panic Door: send 0x00 for info
TCP,910,Kerberized Internet Negotiation of Keys (KINK)
UDP,910,Kerberized Internet Negotiation of Keys (KINK)
TCP,911,xact-backup
UDP,911,xact-backup
TCP,912,APEX relay-relay service
UDP,912,APEX relay-relay service
TCP,913,APEX endpoint-relay service
UDP,913,APEX endpoint-relay service
TCP,914,Reserved
UDP,914,"""Routing in Fat Trees Link Information Elements (TEMPORARY - registered 2023-02-17"
TCP,915,Reserved
UDP,915,"""Routing in Fat Trees Topology Information Elements (TEMPORARY - registered 2023-02-17"
TCP,953,BIND9 remote name daemon controller
UDP,953,Reserved
TCP,989,"""ftp protocol"
UDP,989,"""ftp protocol"
TCP,990,"""ftp protocol"
UDP,990,"""ftp protocol"
TCP,991,Netnews Administration System
UDP,991,Netnews Administration System
TCP,992,telnet protocol over TLS/SSL
UDP,992,telnet protocol over TLS/SSL
TCP,993,IMAP over TLS protocol
UDP,993,Reserved
TCP,994,Reserved
UDP,994,Reserved
TCP,995,POP3 over TLS protocol
UDP,995,pop3 protocol over TLS/SSL (was spop3)
TCP,996,vsinet
UDP,996,vsinet
UDP,999,Applix ac
TCP,1001,HTTP Web Push
UDP,1001,Reserved
UDP,1008,Possibly used by Sun Solaris????
TCP,1010,surf
UDP,1010,surf
TCP,1021,RFC3692-style Experiment 1
UDP,1021,RFC3692-style Experiment 1
SCTP,1021,RFC3692-style Experiment 1
DCCP,1021,RFC3692-style Experiment 1
TCP,1022,RFC3692-style Experiment 2
UDP,1022,RFC3692-style Experiment 2
SCTP,1022,RFC3692-style Experiment 2
DCCP,1022,RFC3692-style Experiment 2
TCP,1023,Reserved
UDP,1023,Reserved
TCP,1024,Reserved
UDP,1024,Reserved
TCP,1025,network blackjack
UDP,1025,network blackjack
TCP,1026,Calendar Access Protocol
UDP,1026,Calendar Access Protocol
UDP,1027,IPv6 Behind NAT44 CPEs
TCP,1027,Reserved
TCP,1029,Solid Mux Server
UDP,1029,Solid Mux Server
TCP,1033,local netinfo port
UDP,1033,local netinfo port
TCP,1034,ActiveSync Notifications
UDP,1034,ActiveSync Notifications
TCP,1035,MX-XR RPC
UDP,1035,MX-XR RPC
TCP,1036,Nebula Secure Segment Transfer Protocol
UDP,1036,Nebula Secure Segment Transfer Protocol
TCP,1037,AMS
UDP,1037,AMS
TCP,1038,Message Tracking Query Protocol
UDP,1038,Message Tracking Query Protocol
TCP,1039,Streamlined Blackhole
UDP,1039,Streamlined Blackhole
TCP,1040,Netarx Netcare
UDP,1040,Netarx Netcare
TCP,1041,AK2 Product
UDP,1041,AK2 Product
TCP,1042,Subnet Roaming
UDP,1042,Subnet Roaming
TCP,1043,BOINC Client Control
UDP,1043,BOINC Client Control
TCP,1044,Dev Consortium Utility
UDP,1044,Dev Consortium Utility
TCP,1045,Fingerprint Image Transfer Protocol
UDP,1045,Fingerprint Image Transfer Protocol
TCP,1046,WebFilter Remote Monitor
UDP,1046,WebFilter Remote Monitor
TCP,1047,Sun's NEO Object Request Broker
UDP,1047,Sun's NEO Object Request Broker
TCP,1048,Sun's NEO Object Request Broker
UDP,1048,Sun's NEO Object Request Broker
TCP,1049,Tobit David Postman VPMN
UDP,1049,Tobit David Postman VPMN
TCP,1050,CORBA Management Agent
UDP,1050,CORBA Management Agent
TCP,1051,Optima VNET
UDP,1051,Optima VNET
TCP,1052,Dynamic DNS Tools
UDP,1052,Dynamic DNS Tools
TCP,1053,Remote Assistant (RA)
UDP,1053,Remote Assistant (RA)
TCP,1054,BRVREAD
UDP,1054,BRVREAD
TCP,1055,ANSYS - License Manager
UDP,1055,ANSYS - License Manager
TCP,1056,VFO
UDP,1056,VFO
TCP,1057,STARTRON
UDP,1057,STARTRON
TCP,1058,nim
UDP,1058,nim
TCP,1059,nimreg
UDP,1059,nimreg
TCP,1060,POLESTAR
UDP,1060,POLESTAR
TCP,1061,KIOSK
UDP,1061,KIOSK
TCP,1062,Veracity
UDP,1062,Veracity
TCP,1063,KyoceraNetDev
UDP,1063,KyoceraNetDev
TCP,1064,JSTEL
UDP,1064,JSTEL
TCP,1065,SYSCOMLAN
UDP,1065,SYSCOMLAN
TCP,1066,FPO-FNS
UDP,1066,FPO-FNS
TCP,1067,Installation Bootstrap Proto. Serv.
UDP,1067,Installation Bootstrap Proto. Serv.
TCP,1068,Installation Bootstrap Proto. Cli.
UDP,1068,Installation Bootstrap Proto. Cli.
TCP,1069,COGNEX-INSIGHT
UDP,1069,COGNEX-INSIGHT
TCP,1070,GMRUpdateSERV
UDP,1070,GMRUpdateSERV
TCP,1071,BSQUARE-VOIP
UDP,1071,BSQUARE-VOIP
TCP,1072,CARDAX
UDP,1072,CARDAX
TCP,1073,Bridge Control
UDP,1073,Bridge Control
TCP,1074,Warmspot Management Protocol
UDP,1074,Warmspot Management Protocol
TCP,1075,RDRMSHC
UDP,1075,RDRMSHC
TCP,1076,DAB STI-C
UDP,1076,DAB STI-C
TCP,1077,IMGames
UDP,1077,IMGames
TCP,1078,Avocent Proxy Protocol
UDP,1078,Avocent Proxy Protocol
TCP,1079,ASPROVATalk
UDP,1079,ASPROVATalk
TCP,1080,Socks
UDP,1080,Socks
TCP,1081,PVUNIWIEN
UDP,1081,PVUNIWIEN
TCP,1082,AMT-ESD-PROT
UDP,1082,AMT-ESD-PROT
TCP,1083,Anasoft License Manager
UDP,1083,Anasoft License Manager
TCP,1084,Anasoft License Manager
UDP,1084,Anasoft License Manager
TCP,1085,Web Objects
UDP,1085,Web Objects
TCP,1086,CPL Scrambler Logging
UDP,1086,CPL Scrambler Logging
TCP,1087,CPL Scrambler Internal
UDP,1087,CPL Scrambler Internal
TCP,1088,CPL Scrambler Alarm Log
UDP,1088,CPL Scrambler Alarm Log
TCP,1089,FF Annunciation
UDP,1089,FF Annunciation
TCP,1090,FF Fieldbus Message Specification
UDP,1090,FF Fieldbus Message Specification
TCP,1091,FF System Management
UDP,1091,FF System Management
TCP,1092,Open Business Reporting Protocol
UDP,1092,Open Business Reporting Protocol
TCP,1093,PROOFD
UDP,1093,PROOFD
TCP,1094,ROOTD
UDP,1094,ROOTD
TCP,1095,NICELink
UDP,1095,NICELink
TCP,1096,Common Name Resolution Protocol
UDP,1096,Common Name Resolution Protocol
TCP,1097,Sun Cluster Manager
UDP,1097,Sun Cluster Manager
TCP,1098,RMI Activation
UDP,1098,RMI Activation
TCP,1099,RMI Registry
UDP,1099,RMI Registry
TCP,1100,MCTP
UDP,1100,MCTP
TCP,1101,PT2-DISCOVER
UDP,1101,PT2-DISCOVER
TCP,1102,ADOBE SERVER 1
UDP,1102,ADOBE SERVER 1
TCP,1103,ADOBE SERVER 2
UDP,1103,ADOBE SERVER 2
TCP,1104,XRL
UDP,1104,XRL
TCP,1105,FTRANHC
UDP,1105,FTRANHC
TCP,1106,ISOIPSIGPORT-1
UDP,1106,ISOIPSIGPORT-1
TCP,1107,ISOIPSIGPORT-2
UDP,1107,ISOIPSIGPORT-2
TCP,1108,ratio-adp
UDP,1108,ratio-adp
TCP,1110,Start web admin server
UDP,1110,Client status info
TCP,1111,LM Social Server
UDP,1111,LM Social Server
TCP,1112,Intelligent Communication Protocol
UDP,1112,Intelligent Communication Protocol
TCP,1113,Licklider Transmission Protocol
UDP,1113,Licklider Transmission Protocol
DCCP,1113,Licklider Transmission Protocol
TCP,1114,Mini SQL
UDP,1114,Mini SQL
TCP,1115,ARDUS Transfer
UDP,1115,ARDUS Transfer
TCP,1116,ARDUS Control
UDP,1116,ARDUS Control
TCP,1117,ARDUS Multicast Transfer
UDP,1117,ARDUS Multicast Transfer
TCP,1118,SACRED
UDP,1118,SACRED
TCP,1119,Battle.net Chat/Game Protocol
UDP,1119,Battle.net Chat/Game Protocol
TCP,1120,Battle.net File Transfer Protocol
UDP,1120,Battle.net File Transfer Protocol
TCP,1121,Datalode RMPP
UDP,1121,Datalode RMPP
TCP,1122,availant-mgr
UDP,1122,availant-mgr
TCP,1123,Murray
UDP,1123,Murray
TCP,1124,HP VMM Control
UDP,1124,HP VMM Control
TCP,1125,HP VMM Agent
UDP,1125,HP VMM Agent
TCP,1126,HP VMM Agent
UDP,1126,HP VMM Agent
TCP,1127,KWDB Remote Communication
UDP,1127,KWDB Remote Communication
TCP,1128,SAPHostControl over SOAP/HTTP
UDP,1128,SAPHostControl over SOAP/HTTP
TCP,1129,SAPHostControl over SOAP/HTTPS
UDP,1129,SAPHostControl over SOAP/HTTPS
TCP,1130,CAC App Service Protocol
UDP,1130,CAC App Service Protocol
TCP,1131,CAC App Service Protocol Encripted
UDP,1131,CAC App Service Protocol Encripted
TCP,1132,KVM-via-IP Management Service
UDP,1132,KVM-via-IP Management Service
TCP,1133,Data Flow Network
UDP,1133,Data Flow Network
TCP,1134,MicroAPL APLX
UDP,1134,MicroAPL APLX
TCP,1135,OmniVision Communication Service
UDP,1135,OmniVision Communication Service
TCP,1136,HHB Gateway Control
UDP,1136,HHB Gateway Control
TCP,1137,TRIM Workgroup Service
UDP,1137,TRIM Workgroup Service
TCP,1138,encrypted admin requests
UDP,1138,encrypted admin requests
TCP,1139,Enterprise Virtual Manager
UDP,1139,Enterprise Virtual Manager
TCP,1140,AutoNOC Network Operations Protocol
UDP,1140,AutoNOC Network Operations Protocol
TCP,1141,User Message Service
UDP,1141,User Message Service
TCP,1142,User Discovery Service
UDP,1142,User Discovery Service
TCP,1143,Infomatryx Exchange
UDP,1143,Infomatryx Exchange
TCP,1144,Fusion Script
UDP,1144,Fusion Script
TCP,1145,X9 iCue Show Control
UDP,1145,X9 iCue Show Control
TCP,1146,audit transfer
UDP,1146,audit transfer
TCP,1147,CAPIoverLAN
UDP,1147,CAPIoverLAN
TCP,1148,Elfiq Replication Service
UDP,1148,Elfiq Replication Service
TCP,1149,BlueView Sonar Service
UDP,1149,BlueView Sonar Service
TCP,1150,Blaze File Server
UDP,1150,Blaze File Server
TCP,1151,Unizensus Login Server
UDP,1151,Unizensus Login Server
TCP,1152,Winpopup LAN Messenger
UDP,1152,Winpopup LAN Messenger
TCP,1153,ANSI C12.22 Port
UDP,1153,ANSI C12.22 Port
TCP,1154,Community Service
UDP,1154,Community Service
TCP,1155,Network File Access
UDP,1155,Network File Access
TCP,1156,iasControl OMS
UDP,1156,iasControl OMS
TCP,1157,Oracle iASControl
UDP,1157,Oracle iASControl
TCP,1158,dbControl OMS
UDP,1158,dbControl OMS
TCP,1159,Oracle OMS
UDP,1159,Oracle OMS
TCP,1160,DB Lite Mult-User Server
UDP,1160,DB Lite Mult-User Server
TCP,1161,Health Polling
UDP,1161,Health Polling
TCP,1162,Health Trap
UDP,1162,Health Trap
TCP,1163,SmartDialer Data Protocol
UDP,1163,SmartDialer Data Protocol
TCP,1164,QSM Proxy Service
UDP,1164,QSM Proxy Service
TCP,1165,QSM GUI Service
UDP,1165,QSM GUI Service
TCP,1166,QSM RemoteExec
UDP,1166,QSM RemoteExec
TCP,1167,Cisco IP SLAs Control Protocol
UDP,1167,Cisco IP SLAs Control Protocol
SCTP,1167,Cisco IP SLAs Control Protocol
TCP,1168,VChat Conference Service
UDP,1168,VChat Conference Service
TCP,1169,TRIPWIRE
UDP,1169,TRIPWIRE
TCP,1170,AT+C License Manager
UDP,1170,AT+C License Manager
TCP,1171,AT+C FmiApplicationServer
UDP,1171,AT+C FmiApplicationServer
TCP,1172,DNA Protocol
UDP,1172,DNA Protocol
